model;spearmans;mse;accuracy;sim_wp;sim_lc;sim_jc_sanchez;sim_jc_seco;sim_lin_sanchez;sim_lin_seco
itdl-au;0,498081313;0,29091189;0,683544304;0,375081052;0,375081052;0,208659653;0,142304831;0,146608274;0,149156469
itdl-au;0,484908094;0,285904567;0,708860759;0,380671221;0,380671221;0,212931926;0,151503435;0,160210665;0,160416683
itdl-ag;0,674602445;0,229239172;0,797468354;0,39329999;0,39329999;0,208674908;0,150171463;0,154409765;0,152070258
itdl-ag;0,64546863;0,240768579;0,797468354;0,392518354;0,392518354;0,207449102;0,149895712;0,153655639;0,151584776
itdl-ag;0,656369946;0,234964828;0,82278481;0,390432577;0,390432577;0,204201361;0,147655953;0,151652316;0,150209151
itdl-ag;0,682983666;0,231486939;0,835443038;0,390347942;0,390347942;0,203180335;0,142982953;0,142843058;0,144018553
itdl-ag;0,685427394;0,232995485;0,810126582;0,39641739;0,39641739;0,205101171;0,145512197;0,14703024;0,146628702
itdl-ag;0,696233252;0,230522471;0,835443038;0,386925444;0,386925444;0,203289819;0,142445329;0,141512262;0,143813968
itdl-ag;0,683690056;0,235819688;0,835443038;0,387723682;0,387723682;0,205303971;0,144645647;0,144753156;0,145479155
itdl-ag;0,672807832;0,235734089;0,835443038;0,392410232;0,392410232;0,206914798;0,148002851;0,150510569;0,149713252
itdl-ag;0,709196463;0,227721651;0,82278481;0,395634891;0,395634891;0,207483576;0,146741897;0,152329869;0,148108767
itdl-ag;0,69963156;0,230104046;0,82278481;0,397290629;0,397290629;0,209117227;0,150647838;0,153202306;0,150254549
itdl-ag;0,721548742;0,226865994;0,797468354;0,403386886;0,403386886;0,211387158;0,154960685;0,153728148;0,153841728
itdl-ag;0,653124371;0,236343661;0,708860759;0,386253016;0,386253016;0,20977736;0,151090329;0,153845767;0,154106298
itdl-ag;0,625937902;0,249152232;0,734177215;0,380002434;0,380002434;0,208073472;0,149086087;0,150297244;0,152381563
itdl-ag;0,60402072;0,258022505;0,746835443;0,385787416;0,385787416;0,209919325;0,149458012;0,15227984;0,153557075
itdl-ag;0,628763462;0,248608672;0,746835443;0,385751646;0,385751646;0,211263625;0,147084484;0,1494757;0,150746555
itdl-ag;0,64569773;0,241891937;0,746835443;0,388933236;0,388933236;0,207832431;0,150408538;0,15400491;0,154251397
itdl-ag;0,62603336;0,247140255;0,746835443;0,385066182;0,385066182;0,208096638;0,150635706;0,15156761;0,156890113
itdl-ag;0,641096649;0,245776677;0,734177215;0,386624905;0,386624905;0,207963983;0,151321438;0,152643159;0,155052803
itdl-ag;0,649191496;0,24127599;0,721518987;0,390128941;0,390128941;0,212742939;0,153566324;0,154643296;0,155765392
itdl-ag;0,64264307;0,245059025;0,734177215;0,389524611;0,389524611;0,208801229;0,150685735;0,151763555;0,152718699
itdl-ag;0,653391653;0,24697502;0,772151899;0,391155596;0,391155596;0,211529281;0,152213927;0,152231469;0,154369251
itdl-ag;0,660341003;0,241840651;0,759493671;0,388635297;0,388635297;0,208859316;0,14606642;0,148613367;0,14915758
itdl-ag;0,651157933;0,238357471;0,772151899;0,387331735;0,387331735;0,211946421;0,15587342;0,15911083;0,159044068
itdl-ag;0,592680297;0,256589622;0,746835443;0,389188571;0,389188571;0,215686425;0,155988787;0,161931482;0,163571093
itdl-ag;0,601997008;0,253806598;0,759493671;0,387796915;0,387796915;0,213271003;0,153229184;0,162494664;0,159699251
itdl-ag;0,653143462;0,239175437;0,759493671;0,390146188;0,390146188;0,21232124;0,153184255;0,163315628;0,160121397
itdl-ag;0,62238686;0,244822402;0,772151899;0,384555612;0,384555612;0,209982282;0,154737195;0,163439644;0,159788495
itdl-ag;0,646117745;0,240934502;0,759493671;0,391548756;0,391548756;0,213628743;0,158085171;0,168624421;0,162574905
itdl-ag;0,647683258;0,241747005;0,759493671;0,393312509;0,393312509;0,21117185;0,154056765;0,158888723;0,158332023
itdl-ag;0,639912968;0,24542989;0,772151899;0,384574702;0,384574702;0,207069952;0,150963965;0,153136716;0,154079419
itdl-ag;0,648084182;0,244189762;0,734177215;0,390140696;0,390140696;0,213015094;0,155596294;0,161951757;0,159459745
itdl-ag;0,677695287;0,236741894;0,759493671;0,396209489;0,396209489;0,213809449;0,160124581;0,166068257;0,161470353
itdl-ag;0,66736672;0,236877485;0,759493671;0,39872035;0,39872035;0,213545287;0,159677498;0,166059892;0,164185572
itdl-ag;0,569713076;0,266831062;0,746835443;0,387473849;0,387473849;0,213838351;0,153867006;0,160333704;0,160643925
itdl-ag;0,547814986;0,269678447;0,759493671;0,388068056;0,388068056;0,211636369;0,151296215;0,155947354;0,156052687
itdl-ag;0,563298291;0,266978849;0,734177215;0,384789961;0,384789961;0,21240831;0,148802124;0,15950418;0,158888582
itdl-ag;0,555012528;0,26647305;0,721518987;0,381393925;0,381393925;0,211658171;0,147996176;0,157589541;0,154463946
itdl-ag;0,59506675;0,256989946;0,759493671;0,389231758;0,389231758;0,208979042;0,15293661;0,156553546;0,156595868
itdl-ag;0,599209631;0,257212117;0,734177215;0,388565857;0,388565857;0,209171398;0,152249366;0,156531413;0,156121106
itdl-ag;0,595448582;0,259187926;0,734177215;0,392935741;0,392935741;0,211665821;0,151478011;0,163220099;0,155289094
itdl-ag;0,571545872;0,257927007;0,683544304;0,388964959;0,388964959;0,208396591;0,147586127;0,149161628;0,152009356
itdl-ag;0,606693547;0,253377855;0,746835443;0,388379538;0,388379538;0,209147401;0,147237314;0,153166817;0,151157873
itdl-ag;0,620802255;0,250172756;0,746835443;0,388388152;0,388388152;0,209871704;0,148602584;0,152923066;0,150917851
itdl-ag;0,617480313;0,248879076;0,772151899;0,391957928;0,391957928;0,209677002;0,149863664;0,150309849;0,152438629
itdl-ag;0,560606373;0,270901303;0,683544304;0,381924221;0,381924221;0,212894051;0,154906739;0,162254066;0,161386939
itdl-ag;0,534298118;0,267750699;0,734177215;0,381354924;0,381354924;0,210804836;0,153799807;0,159490949;0,159561836
itdl-ag;0,57223317;0,26345278;0,708860759;0,379542605;0,379542605;0,209876628;0,151177521;0,159333092;0,158129023
itdl-ag;0,55762808;0,268476484;0,696202532;0,376993604;0,376993604;0,208828483;0,150903597;0,159695328;0,158545176
itdl-ag;0,615838434;0,252168085;0,708860759;0,389813857;0,389813857;0,211099106;0,156263628;0,163411298;0,161180221
itdl-ag;0,5739896;0,257461054;0,708860759;0,386202167;0,386202167;0,209237536;0,160878469;0,16910207;0,165452457
itdl-ag;0,542240233;0,264143446;0,746835443;0,385355024;0,385355024;0,212691656;0,156773539;0,159207294;0,159035355
itdl-ag;0,582218088;0,255366608;0,708860759;0,38905343;0,38905343;0,211736395;0,157972715;0,160874683;0,161881114
itdl-ag;0,620668614;0,254049872;0,734177215;0,387870273;0,387870273;0,213938553;0,159380533;0,160185959;0,163026147
itdl-ag;0,620916805;0,252350886;0,696202532;0,388836079;0,388836079;0,21387629;0,157314279;0,163071698;0,160552173
itdl-ag;0,632963618;0,245694573;0,746835443;0,394441072;0,394441072;0,213776976;0,156480983;0,158214822;0,158487076
itdl-ag;0,533916286;0,271451125;0,683544304;0,384261474;0,384261474;0,209302818;0,153172976;0,161850781;0,159366841
itdl-ag;0,541400202;0,271691219;0,670886076;0,381800174;0,381800174;0,209996443;0,155899622;0,158567331;0,159012524
itdl-ag;0,52183129;0,276217588;0,683544304;0,38075386;0,38075386;0,208368998;0,153792344;0,158108278;0,15811765
itdl-ag;0,519769395;0,27686214;0,683544304;0,384299727;0,384299727;0,209663948;0,153638898;0,159062674;0,157296184
itdl-ag;0,515435596;0,26788268;0,696202532;0,384847871;0,384847871;0,207409282;0,154953655;0,159188441;0,159256827
itdl-ag;0,504973388;0,270766005;0,670886076;0,383015876;0,383015876;0,204239461;0,152131189;0,154513543;0,155310823
itdl-ag;0,51818479;0,26781362;0,683544304;0,380169332;0,380169332;0,208709046;0,150880528;0,156677102;0,154066301
itdl-ag;0,539815597;0,262671043;0,670886076;0,380262287;0,380262287;0,207271988;0,148905495;0,151887308;0,152307175
itdl-ag;0,5279597;0,268613246;0,64556962;0,375070547;0,375070547;0,206861431;0,152444466;0,156543095;0,156985186
itdl-ag;0,583707235;0,254887626;0,658227848;0,385175206;0,385175206;0,210870069;0,154990374;0,158199669;0,156662215
itdl-ag;0,579602536;0,260226927;0,658227848;0,389735174;0,389735174;0,210677456;0,15697619;0,157911127;0,158895972
itdl-ag;0,534336302;0,274476273;0,746835443;0,386383814;0,386383814;0,215182554;0,151403127;0,159741684;0,159254069
itdl-ag;0,534049927;0,272954178;0,772151899;0,382707283;0,382707283;0,213627424;0,14650325;0,156877716;0,156450014
itdl-ag;0,549590507;0,273223656;0,683544304;0,391975266;0,391975266;0,214284262;0,148618005;0,159182354;0,159547592
itdl-ag;0,603887079;0,257980319;0,734177215;0,38372453;0,38372453;0,21344758;0,147503024;0,158584732;0,156541288
itdl-ag;0,55632985;0,25846576;0,746835443;0,3893921;0,3893921;0,212848287;0,146382078;0,15224025;0,150177914
itdl-ag;0,606903555;0,254641886;0,721518987;0,385046103;0,385046103;0,211204171;0,14866134;0,154332853;0,154049832
itdl-ag;0,602569757;0,252368711;0,708860759;0,388917232;0,388917232;0,211974651;0,151570788;0,152732786;0,154208726
itdl-ag;0,633345451;0,247441735;0,759493671;0,392125481;0,392125481;0,215312036;0,14922908;0,149738497;0,151127476
itdl-ag;0,612421034;0,254398863;0,708860759;0,384485344;0,384485344;0,211538999;0,147843721;0,150139441;0,149067578
itdl-ag;0,647435067;0,247665069;0,772151899;0,390496268;0,390496268;0,215067057;0,154785528;0,153857919;0,156433339
itdl-ag;0,610607329;0,253841475;0,746835443;0,390596058;0,390596058;0,216799411;0,153503384;0,155610711;0,157145609
itdl-ag;0,512037288;0,277350799;0,64556962;0,390057907;0,390057907;0,215798329;0,160357775;0,170750473;0,16847916
itdl-ag;0,490139198;0,281629954;0,64556962;0,386524143;0,386524143;0,210297478;0,148804653;0,156018763;0,155379061
itdl-ag;0,50629071;0,279074665;0,607594937;0,390438933;0,390438933;0,213652611;0,159693132;0,164683397;0,1653459
itdl-ag;0,522404038;0,27537863;0,658227848;0,382528414;0,382528414;0,210530198;0,150635291;0,15816531;0,155969902
itdl-ag;0,552721533;0,263783373;0,64556962;0,388306022;0,388306022;0,211881119;0,155423294;0,160953211;0,160875722
itdl-ag;0,550583272;0,263146183;0,632911392;0,389763879;0,389763879;0,212366332;0,156688334;0,162426076;0,160959719
itdl-ag;0,514977398;0,271393677;0,670886076;0,381920433;0,381920433;0,211340301;0,152294971;0,160793375;0,158226417
itdl-ag;0,543843929;0,264815979;0,64556962;0,390660923;0,390660923;0,211415573;0,150946439;0,153138222;0,154160048
itdl-ag;0,545103976;0,262463022;0,64556962;0,386591478;0,386591478;0,209881363;0,151708757;0,16031043;0,158641817
itdl-ag;0,531205276;0,266020857;0,620253165;0,391030929;0,391030929;0,211570774;0,15302533;0,158953436;0,157619026
itdl-ag;0,536627296;0,265582322;0,708860759;0,386630495;0,386630495;0,209844724;0,15067132;0,15263014;0,15285896
itdl-ag;0,484908094;0,285904567;0,708860759;0,380671221;0,380671221;0,212931926;0,151503435;0,160210665;0,160416683
itdl-ag;0,480001547;0,288320869;0,696202532;0,377946644;0,377946644;0,211318776;0,144801664;0,152736438;0,152602921
itdl-ag;0,450218618;0,292039948;0,683544304;0,37554182;0,37554182;0,210174013;0,14226907;0,150500552;0,151090209
itdl-ag;0,478779683;0,285496459;0,683544304;0,375062592;0,375062592;0,209504323;0,143458995;0,15273743;0,14977083
itdl-ag;0,519998494;0,274321913;0,696202532;0,378570747;0,378570747;0,207436009;0,146113904;0,152616567;0,151742128
itdl-ag;0,490482847;0,276731841;0,683544304;0,382465979;0,382465979;0,210195364;0,148291492;0,155282047;0,154050206
itdl-ag;0,46944388;0,280152479;0,670886076;0,380615788;0,380615788;0,209652949;0,148755971;0,151949545;0,154620131
itdl-ag;0,484335345;0,282907479;0,696202532;0,381456746;0,381456746;0,209862168;0,145600413;0,149506101;0,150718353
itdl-ag;0,489432808;0,273010497;0,721518987;0,384872551;0,384872551;0,209985812;0,147385012;0,145563468;0,151135193
itdl-ag;0,54350028;0,265223227;0,670886076;0,378789778;0,378789778;0,208024298;0,145528241;0,145302057;0,148503797
itdl-ag;0,530861627;0,267575347;0,683544304;0,388108941;0,388108941;0,209640436;0,15337564;0,151713355;0,154253636
itdl-ug;0,695985061;0,224766465;0,784810127;0,391115969;0,391115969;0,206391221;0,148274343;0,150593809;0,150509204
itdl-ug;0,607476304;0,245915429;0,810126582;0,399181588;0,399181588;0,213066579;0,15156866;0,156052528;0,154746899
itdl-ug;0,584127251;0,25618794;0,784810127;0,396485702;0,396485702;0,215521413;0,157219071;0,160873262;0,159704179
itdl-ug;0,598980532;0,251807919;0,810126582;0,397863718;0,397863718;0,213630449;0,153047016;0,15800387;0,155928757
itdl-ug;0,619484933;0,247161005;0,797468354;0,387680472;0,387680472;0,210656649;0,1497409;0,149600878;0,152631069
itdl-ug;0,631245372;0,24434604;0,797468354;0,397122163;0,397122163;0,213441295;0,157437847;0,158340955;0,1600757
itdl-ug;0,623417807;0,248328721;0,810126582;0,391476168;0,391476168;0,210221193;0,151243821;0,153179273;0,153826529
itdl-ug;0,643864934;0,244598628;0,810126582;0,389987664;0,389987664;0,211964308;0,151303952;0,151412965;0,152143497
itdl-ug;0,675690667;0,232024845;0,835443038;0,392679373;0,392679373;0,210025533;0,150560339;0,153695781;0,151983033
itdl-ug;0,694419548;0,228683115;0,848101266;0,397593018;0,397593018;0,210461629;0,152690118;0,154632487;0,155339604
itdl-ug;0,746062384;0,22190055;0,784810127;0,399484458;0,399484458;0,207513041;0,146402102;0,146327776;0,144641978
itdl-ug;0,553618839;0,275511479;0,696202532;0,396848409;0,396848409;0,217829736;0,162949248;0,16349011;0,166042697
itdl-ug;0,558143554;0,274212823;0,683544304;0,395928078;0,395928078;0,217658833;0,159347663;0,156739387;0,160975894
itdl-ug;0,540025605;0,282335105;0,696202532;0,392634032;0,392634032;0,214604813;0,157675492;0,158853266;0,161091027
itdl-ug;0,570572199;0,275608548;0,708860759;0,393459121;0,393459121;0,212799081;0,157941709;0,157903723;0,160317027
itdl-ug;0,581187141;0,268643662;0,708860759;0,392815854;0,392815854;0,214314782;0,158067098;0,160631424;0,162022508
itdl-ug;0,571774971;0,269016491;0,708860759;0,392646088;0,392646088;0,216017565;0,158199032;0,16249014;0,16280195
itdl-ug;0,58576913;0,265036565;0,708860759;0,391249222;0,391249222;0,212765919;0,155540404;0,158188399;0,159201352
itdl-ug;0,611714644;0,25844178;0,670886076;0,399439514;0,399439514;0,214514645;0,15720862;0,159752539;0,160922848
itdl-ug;0,598579608;0,259323166;0,721518987;0,387718204;0,387718204;0,212109579;0,156267956;0,159145918;0,159550023
itdl-ug;0,620248598;0,251331632;0,708860759;0,386143658;0,386143658;0,211916066;0,151312249;0,158925637;0,155911826
itdl-ug;0,660341003;0,241840651;0,759493671;0,388635297;0,388635297;0,208859316;0,14606642;0,148613367;0,14915758
itdl-ug;0,521735832;0,29183256;0,746835443;0,390113431;0,390113431;0,216611547;0,160686628;0,165766859;0,166691876
itdl-ug;0,512380937;0,291535402;0,734177215;0,391114975;0,391114975;0,215696073;0,156004792;0,163225615;0,163580076
itdl-ug;0,515645604;0,28826803;0,734177215;0,392036233;0,392036233;0,213405146;0,154507481;0,16146359;0,16185767
itdl-ug;0,527921517;0,28332351;0,746835443;0,387256608;0,387256608;0,216058992;0,159261908;0,166221711;0,164773238
itdl-ug;0,538479184;0,280694084;0,734177215;0,387416689;0,387416689;0,21388144;0,156634223;0,161440217;0,162773341
itdl-ug;0,56093093;0,272028255;0,759493671;0,385646647;0,385646647;0,215844469;0,155931352;0,16350387;0,164053086
itdl-ug;0,572672278;0,268511407;0,772151899;0,392119531;0,392119531;0,217953301;0,157267475;0,162550011;0,1643067
itdl-ug;0,604058903;0,258312459;0,784810127;0,385380541;0,385380541;0,217024202;0,153943236;0,162364349;0,159806733
itdl-ug;0,628171621;0,254866996;0,759493671;0,383455354;0,383455354;0,2126035;0,153770742;0,162479905;0,15797574
itdl-ug;0,636171011;0,250008987;0,746835443;0,388115959;0,388115959;0,211358319;0,153679672;0,156432713;0,158918339
itdl-ug;0,66736672;0,236877485;0,759493671;0,39872035;0,39872035;0,213545287;0,159677498;0,166059892;0,164185572
itdl-ug;0,460413543;0,317281661;0,696202532;0,385917954;0,385917954;0,210311143;0,155811543;0,163354802;0,163070519
itdl-ug;0,4719067;0,309645668;0,734177215;0,388642777;0,388642777;0,211905738;0,155669347;0,162007865;0,161158693
itdl-ug;0,467821093;0,308373331;0,721518987;0,388138173;0,388138173;0,214399968;0,155463514;0,162794823;0,163122548
itdl-ug;0,501422346;0,301885071;0,708860759;0,387188089;0,387188089;0,211044489;0,149366743;0,155922946;0,157555556
itdl-ug;0,479409707;0,303093356;0,708860759;0,390473987;0,390473987;0,215513089;0,154546835;0,163681567;0,161023867
itdl-ug;0,5035797;0,298538579;0,708860759;0,390611651;0,390611651;0,212201282;0,152498331;0,161842875;0,158721032
itdl-ug;0,516046528;0,296682623;0,721518987;0,387005641;0,387005641;0,213571106;0,154496523;0,161074616;0,161104572
itdl-ug;0,528685182;0,293175444;0,721518987;0,389758159;0,389758159;0,213252813;0,153584319;0,158516786;0,159826864
itdl-ug;0,549342316;0,278628581;0,759493671;0,384086685;0,384086685;0,210983066;0,148736896;0,159531158;0,154013687
itdl-ug;0,5386701;0,279032085;0,721518987;0,39231244;0,39231244;0,211288616;0,154431993;0,16046721;0,161190142
itdl-ug;0,617480313;0,248879076;0,772151899;0,391957928;0,391957928;0,209677002;0,149863664;0,150309849;0,152438629
itdl-ug;0,431069721;0,31059702;0,683544304;0,38197439;0,38197439;0,213014771;0,159178946;0,164622471;0,166310347
itdl-ug;0,411787183;0,312719049;0,670886076;0,381678262;0,381678262;0,211863581;0,161254831;0,163717367;0,16910672
itdl-ug;0,404341451;0,312048849;0,658227848;0,382494372;0,382494372;0,211636875;0,1566887;0,162573428;0,164346951
itdl-ug;0,436281734;0,306227253;0,696202532;0,37928182;0,37928182;0,211552731;0,157346792;0,163352844;0,164313954
itdl-ug;0,440959181;0,300988008;0,658227848;0,378169308;0,378169308;0,211698987;0,154786602;0,160369707;0,160096935
itdl-ug;0,453521468;0,29651376;0,670886076;0,381693627;0,381693627;0,21236253;0,15782435;0,163164503;0,163452438
itdl-ug;0,469749346;0,290721488;0,696202532;0,377762935;0,377762935;0,213203926;0,153701727;0,161614838;0,161522701
itdl-ug;0,529773404;0,278681412;0,658227848;0,381283276;0,381283276;0,211314126;0,149882122;0,159181239;0,155449613
itdl-ug;0,56234371;0,274047485;0,696202532;0,377263586;0,377263586;0,211833582;0,15584216;0,158354074;0,158768988
itdl-ug;0,608812717;0,258325763;0,670886076;0,379740915;0,379740915;0,209519797;0,156573188;0,165348112;0,16364272
itdl-ug;0,632963618;0,245694573;0,746835443;0,394441072;0,394441072;0,213776976;0,156480983;0,158214822;0,158487076
itdl-ug;0,408904349;0,327508256;0,670886076;0,374581411;0,374581411;0,208447751;0,150684554;0,159242947;0,156804156
itdl-ug;0,427155939;0,322557631;0,658227848;0,377530162;0,377530162;0,20842701;0,155361457;0,16102284;0,161793151
itdl-ug;0,414001812;0,321738671;0,658227848;0,372303092;0,372303092;0,205513811;0,149098299;0,154573513;0,155040663
itdl-ug;0,415261859;0,321952505;0,670886076;0,376192277;0,376192277;0,206436966;0,149749795;0,155813727;0,154323313
itdl-ug;0,431394279;0,315703744;0,670886076;0,374154508;0,374154508;0,20476767;0,150453132;0,15372217;0,153238358
itdl-ug;0,4329407;0,312558312;0,658227848;0,373904087;0,373904087;0,20816941;0,149307174;0,154801189;0,153823975
itdl-ug;0,457874358;0,304400919;0,658227848;0,37502122;0,37502122;0,206808277;0,149648869;0,151427105;0,153117653
itdl-ug;0,48297984;0,294127157;0,658227848;0,377158949;0,377158949;0,209616417;0,153044329;0,154791263;0,155613361
itdl-ug;0,489165525;0,290116168;0,64556962;0,377238464;0,377238464;0,208053627;0,150122968;0,151886554;0,153087303
itdl-ug;0,505794328;0,282368461;0,658227848;0,38411891;0,38411891;0,211566961;0,157353962;0,162872931;0,163076417
itdl-ug;0,579602536;0,260226927;0,658227848;0,389735174;0,389735174;0,210677456;0,15697619;0,157911127;0,158895972
itdl-ug;0,450886824;0,32283071;0,696202532;0,381152695;0,381152695;0,214379542;0,151181469;0,154046512;0,159128956
itdl-ug;0,446381202;0,31794845;0,683544304;0,385757019;0,385757019;0,218004323;0,15377942;0,15839666;0,159825956
itdl-ug;0,443517458;0,320035262;0,696202532;0,38627257;0,38627257;0,215111365;0,150875006;0,157315265;0,159298612
itdl-ug;0,449474044;0,318074463;0,696202532;0,378737916;0,378737916;0,210505741;0,14515334;0,156799714;0,155103187
itdl-ug;0,450123159;0,313307124;0,708860759;0,383246338;0,383246338;0,214631322;0,150258787;0,160708107;0,16043575
itdl-ug;0,447240325;0,314151274;0,708860759;0,3832837;0,3832837;0,214509177;0,148672355;0,159044419;0,158589312
itdl-ug;0,461864507;0,307877453;0,721518987;0,381394283;0,381394283;0,212059025;0,144641941;0,155054002;0,154265931
itdl-ug;0,482655282;0,301818292;0,696202532;0,385760224;0,385760224;0,211577132;0,150502064;0,161078119;0,158643037
itdl-ug;0,511483631;0,290696817;0,708860759;0,383584133;0,383584133;0,211535955;0,146424213;0,156468745;0,154561096
